2019,2020,2021,prediction_mean,State/Province_x,City_State,Count,City,Longitude,Latitude,POPESTIMATE,POPEST_MALE,POPEST_FEMALE,UNDER5_TOTAL,UNDER5_MALE,UNDER5_FEMALE,AGE513_TOTAL,AGE513_MALE,AGE513_FEMALE,AGE1417_TOTAL,AGE1417_MALE,AGE1417_FEMALE,AGE1824_TOTAL,AGE1824_MALE,AGE1824_FEMALE,AGE16PLUS_TOTAL,AGE16PLUS_MALE,AGE16PLUS_FEMALE,AGE18PLUS_TOTAL,AGE18PLUS_MALE,AGE18PLUS_FEMALE,AGE1544_TOTAL,AGE1544_MALE,AGE1544_FEMALE,AGE2544_TOTAL,AGE2544_MALE,AGE2544_FEMALE,AGE4564_TOTAL,AGE4564_MALE,AGE4564_FEMALE,AGE65PLUS_TOTAL,AGE65PLUS_MALE,AGE65PLUS_FEMALE,AGE04_TOTAL,AGE04_MALE,AGE04_FEMALE,AGE59_TOTAL,AGE59_MALE,AGE59_FEMALE,AGE1014_TOTAL,AGE1014_MALE,AGE1014_FEMALE,AGE1519_TOTAL,AGE1519_MALE,AGE1519_FEMALE,AGE2024_TOTAL,AGE2024_MALE,AGE2024_FEMALE,AGE2529_TOTAL,AGE2529_MALE,AGE2529_FEMALE,AGE3034_TOTAL,AGE3034_MALE,AGE3034_FEMALE,AGE3539_TOTAL,AGE3539_MALE,AGE3539_FEMALE,AGE4044_TOTAL,AGE4044_MALE,AGE4044_FEMALE,AGE4549_TOTAL,AGE4549_MALE,AGE4549_FEMALE,AGE5054_TOTAL,AGE5054_MALE,AGE5054_FEMALE,AGE5559_TOTAL,AGE5559_MALE,AGE5559_FEMALE,AGE6064_TOTAL,AGE6064_MALE,AGE6064_FEMALE,AGE6569_TOTAL,AGE6569_MALE,AGE6569_FEMALE,AGE7074_TOTAL,AGE7074_MALE,AGE7074_FEMALE,AGE7579_TOTAL,AGE7579_MALE,AGE7579_FEMALE,AGE8084_TOTAL,AGE8084_MALE,AGE8084_FEMALE,AGE85PLUS_TOTAL,AGE85PLUS_MALE,AGE85PLUS_FEMALE,MEDIAN_AGE_TOTAL,MEDIAN_AGE_MALE,MEDIAN_AGE_FEMALE
41712,44767,48257,0.877309065,TN,"Johnson City, TN",5,Johnson City,-82.37,36.31,208068,102496,105572,9374,4857,4517,19362,9865,9497,9793,5043,4750,20859,10170,10689,174485,85254,89231,169539,82731,86808,77630,38803,38827,49426,24859,24567,56331,27909,28422,42923,19793,23130,9374,4857,4517,10323,5214,5109,11487,5920,5567,12645,6361,6284,15559,7583,7976,13200,6639,6561,12629,6377,6252,11727,5902,5825,11870,5941,5929,12904,6448,6456,14199,7155,7044,14512,7240,7272,14716,7066,7650,13564,6510,7054,11951,5698,6253,7974,3724,4250,5221,2298,2923,4213,1563,2650,43,42,44
43120,46609,49472,0.93101855,PA,"Johnstown, PA",1,Johnstown,-78.85,40.28,132167,65750,66417,6274,3274,3000,12888,6620,6268,6359,3274,3085,11833,6080,5753,109825,54236,55589,106646,52582,54064,44567,22905,21662,27960,14347,13613,35833,18096,17737,31020,14059,16961,6274,3274,3000,6995,3638,3357,7478,3778,3700,8511,4380,4131,8096,4178,3918,6846,3566,3280,7018,3607,3411,6850,3495,3355,7246,3679,3567,7600,3869,3731,8536,4362,4174,9295,4694,4601,10402,5171,5231,10100,5015,5085,8425,4038,4387,5241,2379,2862,3488,1432,2056,3766,1195,2571,45.5,44.1,47
38086,41439,44554,0.85193793,AR,"Jonesboro, AR",4,Jonesboro,-90.67,35.82,134878,65788,69090,8803,4514,4289,17029,8860,8169,7665,3921,3744,13846,7007,6839,105176,50453,54723,101381,48493,52888,56694,27950,28744,37139,18017,19122,30574,14915,15659,19822,8554,11268,8803,4514,4289,9389,4908,4481,9596,4947,4649,9960,5052,4908,9595,4881,4714,9615,4671,4944,10088,4862,5226,8770,4276,4494,8666,4208,4458,7628,3807,3821,7714,3803,3911,7835,3836,3999,7397,3469,3928,6456,2978,3478,5409,2391,3018,3578,1516,2062,2307,911,1396,2072,758,1314,35.2,34,36.4
39800,41646,44292,0.85193793,MO,"Joplin, MO",4,Joplin,-94.53,37.07,182541,90237,92304,11460,5858,5602,22624,11638,10986,10456,5325,5131,16062,8238,7824,143106,69995,73111,138001,67416,70585,70582,35708,34874,46752,23532,23220,44264,21885,22379,30923,13761,17162,11460,5858,5602,12162,6305,5857,13150,6720,6430,12332,6319,6013,11498,5857,5641,11924,6090,5834,11956,5955,6001,11648,5805,5843,11224,5682,5542,10519,5247,5272,10856,5378,5478,11369,5710,5659,11520,5550,5970,9978,4646,5332,8361,3886,4475,5613,2535,3078,3698,1582,2116,3273,1112,2161,37.9,36.7,39.1
52301,53586,58520,0.909252285,HI,"Kahului-Wailuku-Lahaina, HI",6,Kahului-Wailuku-Lahaina,-156.68,20.88,164221,81838,82383,9195,4737,4458,18317,9599,8718,7835,3987,3848,10976,5427,5549,132767,65501,67266,128874,63515,65359,58404,29047,29357,41596,20659,20937,43777,21982,21795,32525,15447,17078,9195,4737,4458,10094,5295,4799,10226,5330,4896,8953,4585,4368,7855,3803,4052,8775,4302,4473,10110,4854,5256,11492,5740,5752,11219,5763,5456,9991,5091,4900,10803,5475,5328,11250,5565,5685,11733,5851,5882,10872,5353,5519,9352,4676,4676,5706,2725,2981,3239,1444,1795,3356,1249,2107,42.3,41.9,42.8
50835,54954,58524,0.909252285,MI,"Kalamazoo-Portage, MI",7,Kalamazoo-Portage,-85.6,42.21,261108,128292,132816,14820,7549,7271,28347,14576,13771,12954,6653,6301,39046,19101,19945,211401,102804,108597,204987,99514,105473,116078,57963,58115,67359,33887,33472,57320,28215,29105,41262,18311,22951,14820,7549,7271,15593,8047,7546,16035,8207,7828,18439,9362,9077,30280,14714,15566,18793,9415,9378,16913,8541,8372,16077,8153,7924,15576,7778,7798,13566,6787,6779,14351,7165,7186,14442,6989,7453,14961,7274,7687,13714,6458,7256,11389,5250,6139,7107,3165,3942,4576,1915,2661,4476,1523,2953,34.9,33.9,35.9
45599,48979,52082,0.85620787,WA,"Kennewick-Richland, WA",12,Kennewick-Richland,-119.27,46.23,308293,156570,151723,21351,10904,10447,44813,22815,21998,20038,10222,9816,27193,14177,13016,231807,117558,114249,222091,112629,109462,127192,65857,61335,85199,44134,41065,67328,34297,33031,42371,20021,22350,21351,10904,10447,24236,12293,11943,25815,13198,12617,22630,11624,11006,19363,10099,9264,20975,10795,10180,21902,11289,10613,22175,11567,10608,20147,10483,9664,17125,8878,8247,16915,8707,8208,16641,8411,8230,16647,8301,8346,14842,7343,7499,11837,5772,6065,7393,3448,3945,4584,2082,2502,3715,1376,2339,34.5,34.2,34.9
42265,44892,47755,0.877309065,TX,"Killeen-Temple, TX",8,Killeen-Temple,-97.36,31.1,486101,242871,243230,35774,18287,17487,65564,33295,32269,27027,13752,13275,54128,30186,23942,370827,184179,186648,357736,177537,180199,220644,113944,106700,146620,73657,72963,99812,47990,51822,57176,25704,31472,35774,18287,17487,37250,18830,18420,35445,18116,17329,32984,17286,15698,41040,23001,18039,40923,21403,19520,38087,18980,19107,35870,17734,18136,31740,15540,16200,26896,13001,13895,24863,12137,12726,24695,11820,12875,23358,11032,12326,19528,9081,10447,16015,7314,8701,10070,4538,5532,6200,2682,3518,5363,2089,3274,32.5,31.1,33.9
53426,57057,60557,0.8701255,NY,"Kingston, NY",2,Kingston,-73.99,41.96,182951,91276,91675,7872,4093,3779,15698,7956,7742,7946,4026,3920,15759,7786,7973,155437,77220,78217,151435,75201,76234,67656,34714,32942,45931,23911,22020,51780,26102,25678,37965,17402,20563,7872,4093,3779,8361,4270,4091,9317,4695,4622,10892,5341,5551,10833,5462,5371,11082,5860,5222,12075,6165,5910,11582,6187,5395,11192,5699,5493,10842,5645,5197,12495,6365,6130,14119,7024,7095,14324,7068,7256,12147,5901,6246,10616,5083,5533,6916,3189,3727,4009,1715,2294,4277,1514,2763,44.2,43.1,45.4
41863,44266,47031,0.931236735,IN,"Kokomo, IN",1,Kokomo,-86.13,40.44,83687,40755,42932,5137,2627,2510,9640,4980,4660,4445,2244,2201,6707,3361,3346,66670,32021,34649,64465,30904,33561,29941,14815,15126,19934,9781,10153,21323,10444,10879,16501,7318,9183,5137,2627,2510,5395,2766,2629,5390,2785,2605,5053,2582,2471,4954,2452,2502,5415,2722,2693,4985,2482,2503,4729,2288,2441,4805,2289,2516,4747,2313,2434,5154,2594,2560,5636,2741,2895,5786,2796,2990,5075,2391,2684,4449,1985,2464,3136,1396,1740,2012,857,1155,1829,689,1140,40.8,39.2,42.2
51497,54701,58414,0.873159465,WIMN,"La Crosse-Onalaska, WI-MN",1,La Crosse-Onalaska,-91.19,43.87,139211,68597,70614,6756,3397,3359,14023,7151,6872,6828,3570,3258,20081,9259,10822,114955,56206,58749,111604,54479,57125,58763,29208,29555,33627,17319,16308,32673,16244,16429,25223,11657,13566,6756,3397,3359,7436,3747,3689,8360,4344,4016,10718,5087,5631,14418,6802,7616,8891,4535,4356,8153,4233,3920,8503,4410,4093,8080,4141,3939,7011,3544,3467,7876,4029,3847,8547,4197,4350,9239,4474,4765,8247,4051,4196,6824,3304,3520,4311,2031,2280,2826,1220,1606,3015,1051,1964,37.9,37.5,38.4
45588,49332,52241,0.856467605,LA,"Lafayette, LA",6,Lafayette,-92.05,30.16,479212,234166,245046,30690,15625,15065,59565,30109,29456,26863,13638,13225,40450,20351,20099,375244,181468,193776,362094,174794,187300,191347,95166,96181,131004,64711,66293,117392,56674,60718,73248,33058,40190,30690,15625,15065,32712,16436,16276,33823,17207,16616,31014,15807,15207,29329,14648,14681,31714,15691,16023,35129,17229,17900,33230,16447,16783,30931,15344,15587,26683,13141,13542,28464,13743,14721,30945,14817,16128,31300,14973,16327,26229,12536,13693,19864,9371,10493,12093,5355,6738,7913,3269,4644,7149,2527,4622,37.3,36.3,38.2
46117,47312,51080,0.86690553,LA,"Lake Charles, LA",5,Lake Charles,-93.26,30.21,210362,103658,106704,14402,7299,7103,25908,13312,12596,11689,5913,5776,17245,8835,8410,164052,80006,84046,158363,77134,81229,82185,41229,40956,56320,28046,28274,51025,25002,26023,33773,15251,18522,14402,7299,7103,14250,7333,6917,14727,7544,7183,13395,6861,6534,12470,6322,6148,14084,7055,7029,15037,7435,7602,13882,6864,7018,13317,6692,6625,11602,5851,5751,12479,6204,6275,13274,6375,6899,13670,6572,7098,11726,5576,6150,9235,4313,4922,5829,2539,3290,3829,1600,2229,3154,1223,1931,37.4,36.4,38.5
35647,38717,41331,0.918649715,AZ,"Lake Havasu City-Kingman, AZ",7,Lake Havasu City-Kingman,-114.04,35.23,217692,110555,107137,8923,4609,4314,18190,9258,8932,8784,4541,4243,12603,6698,5905,186148,94376,91772,181795,92147,89648,61736,32704,29032,42625,22649,19976,57478,28357,29121,69089,34443,34646,8923,4609,4314,9711,4996,4715,10755,5446,5309,9966,5196,4770,9145,4859,4286,10644,5815,4829,11496,6065,5431,10431,5542,4889,10054,5227,4827,9946,5166,4780,12164,6051,6113,15698,7548,8150,19670,9592,10078,20605,10097,10508,19620,9818,9802,13820,7140,6680,8819,4460,4359,6225,2928,3297,53.2,51.9,54.4
54061,58214,61547,0.92926585,PA,"Lancaster, PA",6,Lancaster,-76.2,40.03,553652,272963,280689,34348,17673,16675,65124,33431,31693,29784,15283,14501,48042,24158,23884,439163,214172,224991,424396,206576,217820,208462,104581,103881,138222,69017,69205,133895,66192,67703,104237,47209,57028,34348,17673,16675,35681,18300,17381,37029,19008,18021,36640,18718,17922,33600,16846,16754,35347,17655,17692,36954,18390,18564,34299,17273,17026,31622,15699,15923,29738,14854,14884,32332,16182,16150,35675,17550,18125,36150,17606,18544,32262,15510,16752,27167,12700,14467,18586,8504,10082,12647,5492,7155,13575,5003,8572,39,37.9,40.1
43178,47460,50326,0.90626333,MI,"Lansing-East Lansing, MI",7,Lansing-East Lansing,-84.48,42.73,540281,266073,274208,28292,14416,13876,55301,28204,27097,25985,13294,12691,73541,36503,37038,443796,216891,226905,430703,210159,220544,230488,115838,114650,137409,69326,68083,129815,63568,66247,89938,40762,49176,28292,14416,13876,30567,15589,14978,31181,15900,15281,40433,20146,20287,52646,26366,26280,37396,19047,18349,34909,17577,17332,33122,16732,16390,31982,15970,16012,29089,14298,14791,32380,16100,16280,33994,16593,17401,34352,16577,17775,30796,14551,16245,25405,11914,13491,15847,7197,8650,9403,4046,5357,8487,3054,5433,37.2,36.2,38.3
34757,37273,40850,0.918649715,TX,"Laredo, TX",5,Laredo,-99.48,27.61,267945,132747,135198,22296,11305,10991,44009,22335,21674,19122,9703,9419,30383,15302,15081,192115,94331,97784,182518,89404,93114,114366,58238,56128,69664,35634,34030,55776,26781,28995,26695,11687,15008,22296,11305,10991,24784,12739,12045,24028,11997,12031,23566,12034,11532,21136,10570,10566,19614,10078,9536,17170,8869,8301,16438,8466,7972,16442,8221,8221,16688,8235,8453,15141,7169,7972,12737,6073,6664,11210,5304,5906,9036,4165,4871,7125,3296,3829,4762,2042,2720,3102,1273,1829,2670,911,1759,29.6,28.8,30.5
38142,41597,45045,0.87811727,NM,"Las Cruces, NM",5,Las Cruces,-106.78,32.29,221508,109297,112211,12987,6696,6291,27131,13717,13414,12735,6493,6242,31569,15662,15907,174948,85640,89308,168655,82391,86264,95579,48431,47148,54540,27915,26625,45944,21683,24261,36602,17131,19471,12987,6696,6291,14452,7273,7179,15944,8083,7861,17995,9104,8891,23044,11412,11632,15893,8228,7665,13246,6779,6467,13339,6818,6521,12062,6090,5972,11129,5295,5834,10923,5231,5692,11719,5530,6189,12173,5627,6546,11452,5433,6019,10170,4850,5320,6794,3252,3542,4379,2002,2377,3807,1594,2213,33.9,32.7,35.1
46612,49290,51703,0.8545845,KS,"Lawrence, KS",8,Lawrence,-95.25,38.94,119363,59456,59907,5345,2720,2625,10909,5624,5285,4954,2597,2357,27313,13588,13725,100606,49819,50787,98155,48515,49640,62250,31643,30607,31239,16117,15122,23504,11452,12052,16099,7358,8741,5345,2720,2625,5956,3001,2955,6209,3282,2927,10687,5263,5424,20324,10263,10061,8734,4497,4237,7710,4027,3683,7522,3850,3672,7273,3743,3530,5849,2945,2904,5781,2890,2891,5848,2840,3008,6026,2777,3249,5669,2713,2956,4553,2224,2329,2655,1194,1461,1601,696,905,1621,531,1090,31.5,30.9,32.3
42622,45515,47807,0.890219135,OK,"Lawton, OK",2,Lawton,-98.49,34.63,127543,66198,61345,8508,4374,4134,15575,7853,7722,6554,3327,3227,15055,9071,5984,100193,52289,47904,96906,50644,46262,57092,31468,25624,37152,19935,17217,27506,13757,13749,17193,7881,9312,8508,4374,4134,8847,4432,4415,8397,4286,4111,9136,5055,4081,10804,6478,4326,10403,5819,4584,10007,5392,4615,8981,4711,4270,7761,4013,3748,6440,3278,3162,6513,3275,3238,7170,3609,3561,7383,3595,3788,5895,2817,3078,4568,2205,2363,2912,1278,1634,1997,857,1140,1821,724,1097,33.8,32.4,35.5
45752,49378,52572,0.856467605,IDWA,"Lewiston, ID-WA",1,Lewiston,-117,46.41,64851,31965,32886,3477,1757,1720,6877,3447,3430,3242,1685,1557,4990,2523,2467,52888,25934,26954,51255,25076,26179,22955,11560,11395,15523,7768,7755,16472,8086,8386,14270,6699,7571,3477,1757,1720,3899,1976,1923,3778,1887,1891,3824,1953,1871,3608,1839,1769,3822,1933,1889,4026,2012,2014,3940,1975,1965,3735,1848,1887,3521,1794,1727,3872,1901,1971,4242,2067,2175,4837,2324,2513,4464,2223,2241,3810,1825,1985,2567,1180,1387,1779,785,994,1650,686,964,42.7,41.7,43.7
42075,46144,49766,0.91402675,ME,"Lewiston-Auburn, ME",2,Lewiston-Auburn,-70.23,44.12,111034,54656,56378,6039,3038,3001,12105,6180,5925,5542,2826,2716,9553,4827,4726,90122,44053,46069,87348,42612,44736,41376,20678,20698,27684,13731,13953,29793,14775,15018,20318,9279,11039,6039,3038,3001,6557,3336,3221,6951,3550,3401,7005,3561,3444,6687,3386,3301,6724,3376,3348,7181,3577,3604,6983,3420,3563,6796,3358,3438,6340,3121,3219,7367,3682,3685,8157,4088,4069,7929,3884,4045,6687,3248,3439,5705,2702,3003,3588,1655,1933,2131,883,1248,2207,791,1416,41,40.1,41.8
43618,47314,50353,0.91402675,OH,"Lima, OH",1,Lima,-84.12,40.74,101670,51644,50026,6050,3112,2938,11831,6124,5707,5699,2941,2758,9948,5563,4385,80930,40914,40016,78090,39467,38623,38842,20576,18266,24632,12830,11802,24972,12677,12295,18538,8397,10141,6050,3112,2938,6415,3322,3093,6853,3560,3293,7278,3969,3309,6932,3777,3155,6318,3432,2886,6244,3270,2974,5919,3021,2898,6151,3107,3044,5620,2901,2719,6019,3167,2852,6544,3282,3262,6789,3327,3462,6093,2981,3112,5085,2466,2619,3105,1394,1711,2129,881,1248,2126,675,1451,39,37.3,40.7
51034,53917,56887,0.910390175,NE,"Lincoln, NE",8,Lincoln,-96.66,40.72,342117,172796,169321,19620,10126,9494,39334,20236,19098,18076,9284,8792,50189,25356,24833,274074,137752,136322,265087,133150,131937,153392,79177,74215,89695,46880,42815,73860,37526,36334,51343,23388,27955,19620,10126,9494,21337,11033,10304,22565,11546,11019,26735,13532,13203,36962,18765,18197,24654,12922,11732,21165,11295,9870,22640,11745,10895,21236,10918,10318,18505,9735,8770,17960,9275,8685,18305,9225,9080,19090,9291,9799,17579,8492,9087,14563,6803,7760,8461,3879,4582,5352,2304,3048,5388,1910,3478,34.5,33.7,35.4
47177,50247,53158,0.89779128,AR,"Little Rock-North Little Rock-Conway, AR",23,Little Rock-North Little Rock-Conway,-92.42,35.09,750936,363424,387512,45078,22946,22132,88925,45618,43307,40743,20712,20031,69234,34300,34934,596174,284228,311946,576190,274148,302042,301960,147557,154403,202565,97983,104582,183117,88373,94744,121274,53492,67782,45078,22946,22132,48400,24745,23655,51107,26311,24796,47653,24286,23367,51742,25288,26454,51278,24868,26410,52371,25146,27225,50480,24380,26100,48436,23589,24847,44776,21525,23251,45236,22208,23028,46538,22392,24146,46567,22248,24319,40842,18813,22029,33894,15433,18461,21476,9556,11920,13338,5623,7715,11724,4067,7657,37.8,36.7,38.8
40666,42943,46903,0.931236735,UTID,"Logan, UT-ID",2,Logan,-111.83,41.72,152083,76373,75710,11482,5828,5654,23092,11814,11278,10813,5492,5321,26953,13018,13935,112067,55938,56129,106696,53239,53457,73832,37112,36720,38765,20002,18763,25183,12682,12501,15795,7537,8258,11482,5828,5654,12502,6387,6115,13289,6827,6462,14837,7010,7827,20230,10100,10130,11935,6365,5570,8821,4560,4261,8850,4479,4371,9159,4598,4561,7399,3765,3634,6118,3159,2959,5788,2864,2924,5878,2894,2984,5245,2545,2700,4257,2090,2167,2828,1345,1483,1883,870,1013,1582,687,895,26.3,26.3,26.3
44068,45896,48868,0.894352185,TX,"Longview, TX",3,Longview,-94.72,32.53,287868,143762,144106,17315,8762,8553,36512,18552,17960,16969,8761,8208,25589,13747,11842,225434,112000,113434,217072,107687,109385,110733,57100,53633,72553,36825,35728,70042,35034,35008,48888,22081,26807,17315,8762,8553,19773,10049,9724,21117,10736,10381,20015,10566,9449,18165,9709,8456,17780,9173,8607,18406,9248,9158,18452,9294,9158,17915,9110,8805,16407,8365,8042,17025,8684,8341,18007,8809,9198,18603,9176,9427,16123,7686,8437,13457,6285,7172,8636,3906,4730,5497,2296,3201,5175,1908,3267,38.1,37,39.2
46108,49882,54550,0.8228005,WA,"Longview, WA",6,Longview,-122.94,46.14,111524,55744,55780,6424,3281,3143,12897,6609,6288,5789,2958,2831,8160,4183,3977,89234,44347,44887,86414,42896,43518,40335,20428,19907,27890,14060,13830,28691,14397,14294,21673,10256,11417,6424,3281,3143,7118,3665,3453,7283,3717,3566,6544,3352,3192,5901,3016,2885,7008,3496,3512,7318,3667,3651,6788,3461,3327,6776,3436,3340,6401,3280,3121,6989,3504,3485,7295,3603,3692,8006,4010,3996,7020,3484,3536,6198,2936,3262,4015,1904,2111,2438,1141,1297,2002,791,1211,41,40.3,41.7
45637,47822,51045,0.86690553,TX,"Lubbock, TX",11,Lubbock,-101.96,33.55,325245,160855,164390,20217,10326,9891,39335,20113,19222,17810,9010,8800,53183,27115,26068,256632,125830,130802,247883,121406,126477,153524,77702,75822,87179,43943,43236,65131,31616,33515,42390,18732,23658,20217,10326,9891,21368,10875,10493,22615,11604,11011,27904,14074,13830,38441,19685,18756,24398,12381,12017,21861,10953,10908,21499,10935,10564,19421,9674,9747,16164,7938,8226,15985,7774,8211,16557,7949,8608,16425,7955,8470,14565,6816,7749,11146,5115,6031,7345,3223,4122,4820,1965,2855,4514,1613,2901,31.7,30.6,32.7
41365,44598,47374,0.890219135,VA,"Lynchburg, VA",5,Lynchburg,-79.17,37.35,262258,127421,134837,13705,6948,6757,25615,13060,12555,12206,6215,5991,32967,15813,17154,216863,104313,112550,210732,101198,109534,102667,50590,52077,60545,30129,30416,66208,32223,33985,51012,23033,27979,13705,6948,6757,13984,7194,6790,14682,7433,7249,18817,9116,9701,23305,11345,11960,17121,8591,8530,15808,7900,7908,14113,6976,7137,13503,6662,6841,13900,6811,7089,16128,7851,8277,17854,8694,9160,18326,8867,9459,16209,7681,8528,13775,6435,7340,9541,4333,5208,6003,2561,3442,5484,2023,3461,39.9,38.7,41
61665,64799,69116,0.842256085,WI,"Madison, WI",11,Madison,-89.38,43.07,683183,342519,340664,34941,17920,17021,70207,36034,34173,32801,16834,15967,83244,41804,41440,561536,280043,281493,545234,271731,273503,302581,155005,147576,194804,100649,94155,161184,80417,80767,106002,48861,57141,34941,17920,17021,38215,19607,18608,40260,20709,19551,45002,22732,22270,62775,31624,31151,52752,27575,25177,47852,24738,23114,48943,25236,23707,45257,23100,22157,38342,19557,18785,40238,20301,19937,41659,20555,21104,40945,20004,20941,36553,17734,18819,30178,14390,15788,17814,8296,9518,10775,4663,6112,10682,3778,6904,37,36.3,37.8
63263,67127,71849,0.9140797,NH,"Manchester-Nashua, NH",9,Manchester-Nashua,-71.5,42.77,424079,212664,211415,21259,10852,10407,42023,21712,20311,20914,10688,10226,34945,17995,16950,350387,174746,175641,339883,169412,170471,165488,85018,80470,114819,59015,55804,119505,60078,59427,70614,32324,38290,21259,10852,10407,22555,11622,10933,24658,12770,11888,25271,12956,12315,25398,13047,12351,29836,15505,14331,30619,15861,14758,28323,14480,13843,26041,13169,12872,25580,12848,12732,30078,15190,14888,32695,16439,16256,31152,15601,15551,24267,11944,12323,19096,9079,10017,12198,5505,6693,7324,3088,4236,7729,2708,5021,40.8,39.7,41.8
46208,48885,51163,0.86690553,KS,"Manhattan, KS",3,Manhattan,-96.56,39.18,133932,69713,64219,9653,4862,4791,15195,7703,7492,5876,3124,2752,29515,16450,13065,106086,55543,50543,103208,54024,49184,72325,39503,32822,38514,20755,17759,20546,10132,10414,14633,6687,7946,9653,4862,4791,8738,4430,4308,8037,4099,3938,11077,5788,5289,22734,12960,9774,12541,7095,5446,9885,5246,4639,9032,4758,4274,7056,3656,3400,5188,2671,2517,4844,2400,2444,5122,2465,2657,5392,2596,2796,4855,2368,2487,3994,1884,2110,2446,1148,1298,1579,656,923,1759,631,1128,27.5,26.7,28.6
47120,50632,53543,0.89779128,MN,"Mankato, MN",2,Mankato,-93.95,44.17,103612,52293,51319,5371,2774,2597,11015,5738,5277,5006,2584,2422,19113,9323,9790,84679,42475,42204,82220,41197,41023,48662,24806,23856,25833,13572,12261,21308,10870,10438,15966,7432,8534,5371,2774,2597,5977,3124,2853,6328,3287,3041,9045,4363,4682,13784,6871,6913,6681,3605,3076,6216,3248,2968,6677,3435,3242,6259,3284,2975,5040,2571,2469,5050,2664,2386,5434,2808,2626,5784,2827,2957,5276,2623,2653,4283,2100,2183,2625,1239,1386,1853,795,1058,1929,675,1254,33.7,33.3,34.2
39903,43561,46366,0.8963209,OH,"Mansfield, OH",3,Mansfield,-82.55,40.72,125195,63986,61209,7040,3618,3422,13871,7090,6781,6493,3383,3110,10116,5631,4485,100985,51560,49425,97791,49895,47896,46208,25369,20839,31276,17218,14058,31334,15904,15430,25065,11142,13923,7040,3618,3422,7561,3854,3707,7987,4099,3888,7481,3946,3535,7451,4205,3246,8324,4732,3592,7963,4378,3585,7397,4059,3338,7592,4049,3543,7228,3818,3410,7587,3957,3630,7986,3956,4030,8533,4173,4360,7927,3838,4089,6704,3047,3657,4343,1908,2435,3101,1274,1827,2990,1075,1915,40.9,38.9,43.2
28256,31342,34503,0.96193145,TX,"McAllen-Edinburg-Mission, TX",12,McAllen-Edinburg-Mission,-98.29,26.2,880356,434265,446091,69762,35442,34320,144484,74037,70447,64140,32471,31669,97587,48952,48635,634001,308601,325400,601970,292315,309655,373698,187858,185840,228041,114517,113524,176425,84400,92025,99917,44446,55471,69762,35442,34320,80596,41403,39193,79958,40716,39242,77466,39132,38334,68191,34209,33982,62840,31751,31089,56849,28878,27971,54238,27275,26963,54114,26613,27501,53050,25803,27247,47381,22674,24707,40581,19330,21251,35413,16593,18820,30307,13902,16405,26681,12146,14535,18889,8391,10498,12674,5462,7212,11366,4545,6821,30.1,29.1,31.1
47774,52410,56842,0.910390175,OR,"Medford, OR",10,Medford,-122.85,42.31,223734,109990,113744,11285,5814,5471,24033,12416,11617,10690,5461,5229,15876,8037,7839,182942,88944,93998,177726,86299,91427,80060,40118,39942,56292,28072,28220,54710,26840,27870,50848,23350,27498,11285,5814,5471,13004,6756,6248,13827,7112,6715,12358,6301,6057,11410,5745,5665,13389,6728,6661,14586,7248,7338,14552,7264,7288,13765,6832,6933,12223,6137,6086,13028,6604,6424,13868,6723,7145,15591,7376,8215,16140,7531,8609,14560,6902,7658,9478,4399,5079,5656,2564,3092,5014,1954,3060,42.6,41.4,43.9
48680,52023,56568,0.910390175,TNMSAR,"Memphis, TN-MS-AR",23,Memphis,-89.87,35.1,1336103,639302,696801,86354,43798,42556,167978,85443,82535,75986,38475,37511,117617,58365,59252,1042866,490322,552544,1005785,471586,534199,534661,259046,275615,360818,172267,188551,329594,155940,173654,197756,85014,112742,86354,43798,42556,91508,46433,45075,96230,49071,47159,88619,44784,43835,85224,41995,43229,95105,46054,49051,94297,44991,49306,86758,41251,45507,84658,39971,44687,79627,37637,41990,83878,40130,43748,84437,40035,44402,81652,38138,43514,69808,31550,38258,55764,24878,30886,33624,14495,19129,20515,8228,12287,18045,5863,12182,36.8,35.3,38.1
38626,43980,46580,0.8963209,CA,"Merced, CA",5,Merced,-120.48,37.32,286461,145412,141049,20623,10605,10018,42582,21865,20717,19916,10223,9693,31966,16388,15578,213079,107653,105426,203340,102719,100621,124943,64614,60329,78206,40683,37523,60188,30357,29831,32980,15291,17689,20623,10605,10018,23067,11822,11245,24660,12723,11937,25921,13212,12709,20816,10719,10097,20897,10937,9960,20699,10884,9815,19287,10028,9259,17323,8834,8489,15891,7928,7963,15442,7855,7587,14953,7599,7354,13902,6975,6927,11322,5542,5780,8811,4227,4584,5795,2648,3147,3647,1593,2054,3405,1281,2124,31.7,31.2,32.2
63610,66307,73522,0.858891465,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",85,"Miami-Fort Lauderdale-Pompano Beach, FL",-80.1,26.23,6091747,2983193,3108554,324866,165581,159285,612494,312709,299785,288554,145962,142592,467237,236675,230562,5008690,2431213,2577477,4865833,2358941,2506892,2271530,1146643,1124887,1589168,801217,787951,1654483,815290,839193,1154945,505759,649186,324866,165581,159285,334183,170678,163505,351740,179242,172498,345640,175529,170111,336722,169897,166825,369586,186563,183023,412863,209372,203491,407615,206528,201087,399104,198754,200350,404859,201139,203720,421413,210030,211383,438042,216026,222016,390169,188095,202074,334178,154335,179843,291738,131665,160073,216997,94670,122327,154354,64768,89586,157678,60321,97357,42,40.7,43.4
